schema_version	disagreement_direction	tail_rank	candidate_id	sequence_sha256	parent_framework_cluster	target_patch_id	design_mode	sequence_prediction	structure_prediction	sequence_rank	structure_rank	rank_delta_sequence_minus_structure	claim_boundary
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	8	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B03__M01	ab9632e67dbd94db6058b73ad005dbecc92eed3bad11a6f5a5a2877f41f631f2	C0360	A_CENTER	H3	0.581880516456	0.549942668752	211	766	-555	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	9	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B11__M01	4bfae21cbf1ac0ebcd94251f164b24d796df0ce475a2003f3e83ba561dcf69f7	C0360	A_CENTER	H3	0.591609453312	0.556806724385	120	674	-554	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	10	V4H__PLDNANO_VHH_00531__A_CENTER__H1H3__B02__M01	fa5af416fe553165d33084490d8b9cff163df3b328f85faa72750340ba4c95ea	C0360	A_CENTER	H1H3	0.584181152061	0.551987075802	186	738	-552	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	11	V4H__PLDNANO_VHH_00118__B_LOWER__H1H3__B08__M01	80bfae67800e72208ef363bb50f9fa6fe3e8c16bd6e24890e0fc81d883f476ee	C0078	B_LOWER	H1H3	0.566724455275	0.535397722444	395	941	-546	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	12	V4H__PLDNANO_VHH_00118__C_CROSS__H1H3__B07__M01	e65d9ae1e2edf46a933ebf379f317356038216d36a8b6d1fc503f246bbe31bbe	C0078	C_CROSS	H1H3	0.561449990041	0.52939268476	478	1024	-546	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	13	V4H__PLDNANO_VHH_00118__A_CENTER__H1H3__B09__M00	7c37811bdbd15263a65ac103da924a2777ebf0fb485e7e36b9e2018795b77367	C0078	A_CENTER	H1H3	0.573456974177	0.543293539315	303	848	-545	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	14	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B04__M00	c77af1a0048ee77b6ae2b1d1ad30f4224b03bc8081f2b05d1b6f37afb0105fa5	C0360	A_CENTER	H3	0.584346364426	0.552891196163	181	726	-545	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	15	V4H__PLDNANO_VHH_00118__C_CROSS__H1H3__B07__M00	a2fde647517c2b16f97dd9c14e9a3bd27feae991b635fdfa3e25451e72599be7	C0078	C_CROSS	H1H3	0.56116191672	0.528723341884	487	1031	-544	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	16	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B08__M02	9c29eb6683683105f8a1c8799be39fd2c578c6f32896fd01e18c17699fad6cf8	C0360	A_CENTER	H3	0.587366052658	0.555423726598	153	697	-544	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	17	V4H__PLDNANO_VHH_00531__C_CROSS__H1H3__B07__M01	f079cc24bb588badfaa620ca49f622b2b2cf7980af84555653517ed2dd4641d0	C0360	C_CROSS	H1H3	0.575053523284	0.547859666708	275	796	-521	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	18	V4H__PLDNANO_VHH_00207__A_CENTER__H1H3__B09__M02	bfa77add5d365755999ef82b71e23a78a4b8f1bd23559b797191edf2b4b59fe1	C0145	A_CENTER	H1H3	0.562194076386	0.532188354405	464	983	-519	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	19	V4H__PLDNANO_VHH_00531__B_LOWER__H1H3__B02__M01	304e2917b6df67d75126d7c034a0be7d950977d52b79ccc4155e51d01625babb	C0360	B_LOWER	H1H3	0.574298485281	0.546757102769	291	809	-518	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	20	V4H__PLDNANO_VHH_00531__C_CROSS__H1H3__B02__M00	4e6ae320f1be0f6807ebd76e4ce683df48efbb0f942beacb12e48505afdcc8d3	C0360	C_CROSS	H1H3	0.584306749901	0.555234282505	182	700	-518	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	21	V4H__PLDNANO_VHH_00118__C_CROSS__H1H3__B09__M01	9e866d441aab5027821700c123249772807a0176f8cafe67523006d9983a9528	C0078	C_CROSS	H1H3	0.57132497878	0.542936845871	337	852	-515	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	22	V4H__PLDNANO_VHH_00531__A_CENTER__H1H3__B04__M02	4c4ac7cdf84ed68c75ee028d944e2d5740de955328e108a79dfe49c66b82ea53	C0360	A_CENTER	H1H3	0.588784257391	0.558000078236	142	645	-503	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	23	V4H__PLDNANO_VHH_00531__B_LOWER__H3__B01__M00	d913928bfba5afa620c4ee2f8b8cf669b224b838caafd813a1899fdabc989ddb	C0360	B_LOWER	H3	0.583415530889	0.555764086023	195	690	-495	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	24	V4H__PLDNANO_VHH_00118__B_LOWER__H1H3__B01__M02	be5750d4f7c5fad1ec902d85d484daecb4910ef7d569807f50a6f994e6cb279a	C0078	B_LOWER	H1H3	0.570326228462	0.544577164335	348	831	-483	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	25	V4H__PLDNANO_VHH_00231__C_CROSS__H3__B04__M02	f5ca1e9e0d9a5817a49c38bf8c8a84c2a9e1029660a201e33206ce6093e6dca1	C0162	C_CROSS	H3	0.555099535591	0.522769561754	633	1110	-477	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	26	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B03__M00	c44e72790b261312d178309bfc41717131f114eb916d9a8f7f43743d07f69086	C0360	A_CENTER	H3	0.587974544904	0.559323700765	147	624	-477	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	27	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B01__M01	e0bf5b618fdc521be92adffa9e7ee4b4fdad800c4d55feca5b57604af06b2ca9	C0360	A_CENTER	H3	0.584520336244	0.557800116606	174	650	-476	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	28	V4H__PLDNANO_VHH_00531__B_LOWER__H3__B02__M00	2ac924f0a5ba44b315410718655e997adb664c9a23d0a66a1514d2cc68e737ab	C0360	B_LOWER	H3	0.576595497119	0.55286106912	259	727	-468	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	29	V4H__PLDNANO_VHH_00531__C_CROSS__H3__B01__M01	66576f75c50fe1e77a37635e9eafd938fb0030a9b3d92f349fa8b39a8c3e5c33	C0360	C_CROSS	H3	0.584595416978	0.558422328507	172	638	-466	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	30	V4H__PLDNANO_VHH_00207__B_LOWER__H1H3__B09__M00	122bd86a98039e983d2c296cc8998ce4d8ab2243592c2cf4c7ec2017469fba0d	C0145	B_LOWER	H1H3	0.562700542803	0.536737994887	456	919	-463	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	31	V4H__PLDNANO_VHH_00118__B_LOWER__H1H3__B01__M00	c0e1b29c8997a8909f60d3adb4c11fd14437c6d0e8dbd6e510a3b825e8c5217a	C0078	B_LOWER	H1H3	0.566172300949	0.541058705736	406	867	-461	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	32	V4H__PLDNANO_VHH_00531__B_LOWER__H1H3__B02__M00	d2980eaa5e9037424586cf3c31e76611b17889118849dba0bdd7037b2663304d	C0360	B_LOWER	H1H3	0.572645095615	0.549586497203	318	768	-450	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	33	V4H__PLDNANO_VHH_00231__A_CENTER__H3__B03__M02	a0cf32c7988a9417605651b75c0629f8edc4314b8217e957689e035038b0ad04	C0162	A_CENTER	H3	0.555704872315	0.52677400864	609	1056	-447	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	34	V4H__PLDNANO_VHH_00531__B_LOWER__H1H3__B07__M00	970c63197ddc438945639908ba29a74931ea501bc0239bb793aea2445100020d	C0360	B_LOWER	H1H3	0.583339020205	0.558080831948	196	642	-446	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	35	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B04__M01	543f6c99ec0850ee829f0b07a46c85c67286bb740facb8fb1d1c5e46d986dbb2	C0360	A_CENTER	H3	0.582038294427	0.557572816745	208	653	-445	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	36	V4H__PLDNANO_VHH_00531__C_CROSS__H3__B04__M00	28bf8f031221df8e8de0234446fd980b3ea3a434d41fce2d59250dfa92f06ece	C0360	C_CROSS	H3	0.578805137729	0.555891391416	242	686	-444	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	37	V4H__PLDNANO_VHH_00231__B_LOWER__H3__B06__M02	a005270db0620dad0ae13fcfc9396fe4c7483c8effb64163e14e1c3ab5a9871b	C0162	B_LOWER	H3	0.569565418775	0.548116028644	358	793	-435	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	38	V4H__PLDNANO_VHH_00207__A_CENTER__H1H3__B03__M01	5f9ccd0fd09f645b45cb25dab092c98f042ff91ab693cef410efffe7b2412d7b	C0145	A_CENTER	H1H3	0.567107056525	0.545664101708	386	820	-434	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	39	V4H__PLDNANO_VHH_00531__A_CENTER__H3__B11__M02	ad7e067544dd5ba5ecd2dc7d6150889e7b0b90ec00adf4a42bd4425ebde41a6d	C0360	A_CENTER	H3	0.587032707009	0.562418298539	156	589	-433	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	40	V4H__PLDNANO_VHH_00531__B_LOWER__H1H3__B01__M01	55a256f29f692320b6d54091e8b3a3e10260e36594d51bd23dab4029cdc8020b	C0360	B_LOWER	H1H3	0.601028553477	0.566741092942	64	490	-426	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	41	V4H__PLDNANO_VHH_00531__B_LOWER__H3__B08__M00	8ec74a07bc57931ef1492e92781a2cb0d60e8d7a56c9e72ac926ea5efa79de88	C0360	B_LOWER	H3	0.579698536757	0.557348713465	233	658	-425	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	42	V4H__PLDNANO_VHH_00231__A_CENTER__H3__B09__M00	25f332dbebf42a0ffbd137ba55cc7bc2d8f26eeb52388617fe8759bd6a0df957	C0162	A_CENTER	H3	0.564338704016	0.542733885766	433	855	-422	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	43	V4H__PLDNANO_VHH_00531__C_CROSS__H3__B03__M01	25de10217df587e09dae508fc226ca945576eed44928d138703bd36e5268dacb	C0360	C_CROSS	H3	0.579040714219	0.557269880745	238	660	-422	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	44	V4H__PLDNANO_VHH_00118__C_CROSS__H1H3__B04__M00	aa52e5e3e35c8e4188db50e9adaef548ebcad5b1c5615e7438470e069c9bcceb	C0078	C_CROSS	H1H3	0.565535864317	0.543905700034	417	838	-421	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	45	V4H__PLDNANO_VHH_00118__A_CENTER__H1H3__B00__M02	0dab36098da3af8eddd983448b49678fa425522da00c89466c90e56777aa1723	C0078	A_CENTER	H1H3	0.573483468144	0.553497235379	301	721	-420	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	46	V4H__PLDNANO_VHH_00531__B_LOWER__H3__B01__M02	6c5633dbe77d803d5924544686379d4d31e1f8cb0e77c18682b6eee4b7243929	C0360	B_LOWER	H3	0.580381341646	0.558356785515	223	641	-418	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	47	V4H__PLDNANO_VHH_00531__C_CROSS__H1H3__B08__M01	1c69153a79655bee643c5d9afe75f48987a4bde4c78111500913d7e7e8656b46	C0360	C_CROSS	H1H3	0.584239783927	0.561266996903	183	601	-418	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	48	V4H__PLDNANO_VHH_00531__C_CROSS__H3__B01__M02	783f11bd990afef9d15db90e920f463cc0bae64d761e8092b0d04f4b3765c982	C0360	C_CROSS	H3	0.579832611213	0.55798275731	229	646	-417	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	49	V4H__PLDNANO_VHH_00531__C_CROSS__H3__B08__M00	3aadbe6896f86ac09b159895ae15381fd01eddbeebefdc94c0cb0aa59b4620b1	C0360	C_CROSS	H3	0.577604870163	0.556938344588	254	671	-417	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED	50	V4H__PLDNANO_VHH_00207__C_CROSS__H1H3__B03__M01	d9c0f9095c2a0fde14cd473e6fb725f0b413406b9cbc600600c46dc90b42d120	C0145	C_CROSS	H1H3	0.56000282355	0.53571113795	521	935	-414	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
