job_id	entity_id	conformation	seed	job_hash_equal	own_pair_label	rli_pair_label	pair_label_equal	own_native_class	rli_native_class	own_cross_class	rli_cross_class	own_selected_models	rli_selected_models	own_haddock_score	rli_haddock_score	haddock_delta_own_minus_rli	own_consensus_fraction	rli_consensus_fraction
CANDIDATE_V29_GEN__C0086__528A6E90C5BAEFBE_9e6y_s917_0ee7ef812d30	V29_GEN__C0086__528A6E90C5BAEFBE	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-70.1306	-56.9033	-13.2273	0.7	0.8
CANDIDATE_V29_GEN__C0086__5FA5BAEE1AC5E922_8x6b_s917_1ee73429a167	V29_GEN__C0086__5FA5BAEE1AC5E922	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-91.0457	-84.11290000000001	-6.932799999999986	0.777778	0.8
CANDIDATE_V29_GEN__C0086__63E5F56EB910FE42_9e6y_s917_1ab60d2b9f8c	V29_GEN__C0086__63E5F56EB910FE42	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	A	10	10	-71.00139	-83.07083	12.06944	1.0	0.7
CANDIDATE_V29_GEN__C0086__AE72EB115D27313B_8x6b_s917_21b8d81e4d16	V29_GEN__C0086__AE72EB115D27313B	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	9	-70.46799999999999	-78.94129999999998	8.473299999999995	0.6	0.666667
CANDIDATE_V29_GEN__C0086__B83BC6DB6D0FF54D_9e6y_s917_10e5fc9dd1a0	V29_GEN__C0086__B83BC6DB6D0FF54D	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-63.5169	-75.2055	11.688600000000001	0.5	0.6
CANDIDATE_V29_GEN__C0086__DB3DA8E0C800F7EB_8x6b_s917_0a92a75195e5	V29_GEN__C0086__DB3DA8E0C800F7EB	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-50.79515000000001	-42.70212	-8.093030000000006	0.7	0.9
CANDIDATE_V29_GEN__C0086__EA0983C151FF852F_8x6b_s917_1b69abae7ae2	V29_GEN__C0086__EA0983C151FF852F	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-62.45393999999998	-44.0863	-18.36763999999998	0.888889	0.5
CANDIDATE_V29_GEN__C0086__EE0DA026DDDDA936_8x6b_s917_21d63b8c0c63	V29_GEN__C0086__EE0DA026DDDDA936	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	9	-87.48689999999999	-74.0749	-13.411999999999992	0.777778	0.777778
CANDIDATE_V29_GEN__C0090__00279153CE83F8BA_9e6y_s917_18a67ffa9ef3	V29_GEN__C0090__00279153CE83F8BA	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	A	A	10	10	-79.6366	-62.5364	-17.1002	0.8	0.7
CANDIDATE_V29_GEN__C0090__5FC34DBAF2D4F6C2_8x6b_s917_1db56ec50578	V29_GEN__C0090__5FC34DBAF2D4F6C2	8x6b	917	true	OTHER	STRICT_A	false	E	A	E	A	9	6	-75.55250000000001	-67.95429999999999	-7.59820000000002	0.666667	0.666667
CANDIDATE_V29_GEN__C0090__794A6CF27EA7F167_8x6b_s917_168072200c5d	V29_GEN__C0090__794A6CF27EA7F167	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-104.1151	-64.0763	-40.038799999999995	0.7	0.9
CANDIDATE_V29_GEN__C0090__794A6CF27EA7F167_9e6y_s917_18a88164f670	V29_GEN__C0090__794A6CF27EA7F167	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-72.2713	-89.9617	17.690399999999997	0.777778	0.6
CANDIDATE_V29_GEN__C0090__C54861DFD74A3896_8x6b_s917_1c6bb071e042	V29_GEN__C0090__C54861DFD74A3896	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	A	B	B	B	10	8	-91.6799	-81.36055000000002	-10.319349999999986	0.5	0.625
CANDIDATE_V29_GEN__C0090__FF2E88E8269916B4_9e6y_s917_16571b4a8e95	V29_GEN__C0090__FF2E88E8269916B4	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	8	-71.31079999999999	-44.29760000000001	-27.013199999999976	0.7	0.875
CANDIDATE_V29_GEN__C0102__19EDDD26DACFA784_9e6y_s917_1e5485458832	V29_GEN__C0102__19EDDD26DACFA784	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	9	10	-63.64756000000001	-55.42059999999999	-8.22696000000002	0.666667	0.6
CANDIDATE_V29_GEN__C0102__385EC86FF90C0F9D_9e6y_s917_1268e39d9459	V29_GEN__C0102__385EC86FF90C0F9D	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	A	10	10	-77.0212	-60.27645	-16.744749999999996	0.4	0.5
CANDIDATE_V29_GEN__C0102__3CCF707A0A7BB1C1_9e6y_s917_1973997df00f	V29_GEN__C0102__3CCF707A0A7BB1C1	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-56.75053	-84.13627000000001	27.385740000000013	0.5	0.7
CANDIDATE_V29_GEN__C0102__4760EB4A9FCC82AD_9e6y_s917_0b77a7015dc6	V29_GEN__C0102__4760EB4A9FCC82AD	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-83.29010000000002	-66.01741	-17.272690000000026	0.5	0.6
CANDIDATE_V29_GEN__C0102__854E335067954BDD_8x6b_s917_1838733c5f88	V29_GEN__C0102__854E335067954BDD	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-56.726279999999996	-71.40710000000001	14.680820000000018	0.6	0.5
CANDIDATE_V29_GEN__C0102__85C2CFEADF6CA2F2_8x6b_s917_0dcd4d8dff9e	V29_GEN__C0102__85C2CFEADF6CA2F2	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-69.44496	-85.86069	16.41573000000001	0.9	0.8
CANDIDATE_V29_GEN__C0102__9FB77CF503099F40_8x6b_s917_1489cdd23380	V29_GEN__C0102__9FB77CF503099F40	8x6b	917	true	OTHER	SUPPORTED_AB	false	E	B	E	B	9	10	-67.63658	-54.4617	-13.174879999999995	0.333333	0.8
CANDIDATE_V29_GEN__C0102__9FB77CF503099F40_9e6y_s917_1c4d6ba7e0f1	V29_GEN__C0102__9FB77CF503099F40	9e6y	917	true	OTHER	SUPPORTED_AB	false	E	B	B	B	10	10	-72.14092	-52.46407000000001	-19.676849999999988	0.7	0.6
CANDIDATE_V29_GEN__C0102__A26F635782AAF144_9e6y_s917_1b4ef4fc5e00	V29_GEN__C0102__A26F635782AAF144	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	7	8	-80.3896	-79.7673	-0.6222999999999956	0.857143	0.875
CANDIDATE_V29_GEN__C0102__A4BDFFC2EF33725E_9e6y_s917_1a2d58a419f6	V29_GEN__C0102__A4BDFFC2EF33725E	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	9	-82.3609	-66.88119999999999	-15.479700000000008	0.7	0.555556
CANDIDATE_V29_GEN__C0102__B1A695E25D91625C_9e6y_s917_10ea0e0ae336	V29_GEN__C0102__B1A695E25D91625C	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-74.15718	-67.4749	-6.682279999999992	0.8	0.9
CANDIDATE_V29_GEN__C0102__C2860A58448DA0EC_9e6y_s917_1b78f816b57c	V29_GEN__C0102__C2860A58448DA0EC	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-45.69475	-36.462430000000005	-9.232319999999994	0.8	0.8
CANDIDATE_V29_GEN__C0102__DC8D27401C96929E_8x6b_s917_1c1405d7389c	V29_GEN__C0102__DC8D27401C96929E	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-45.687	-54.482299999999995	8.795299999999997	0.777778	0.7
CANDIDATE_V29_GEN__C0102__EDF464D6E90F40EC_9e6y_s917_22eeb3adcf83	V29_GEN__C0102__EDF464D6E90F40EC	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-55.24476999999999	-63.241699999999994	7.996930000000006	0.5	0.5
CANDIDATE_V29_GEN__C0106__118EB1D7493F348E_9e6y_s917_1cc3acf8ad71	V29_GEN__C0106__118EB1D7493F348E	9e6y	917	true	OTHER	SUPPORTED_AB	false	E	B	E	B	8	10	-70.0638	-61.25271999999998	-8.811080000000018	0.5	0.6
CANDIDATE_V29_GEN__C0106__18D0E83FB550F7B2_8x6b_s917_1573689d89f0	V29_GEN__C0106__18D0E83FB550F7B2	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	8	-59.943254	-63.20133999999999	3.2580859999999845	0.7	0.875
CANDIDATE_V29_GEN__C0106__246D7386262C7913_8x6b_s917_0dfca3f6b5f1	V29_GEN__C0106__246D7386262C7913	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-71.39500000000001	-54.392199999999995	-17.002800000000015	0.9	0.6
CANDIDATE_V29_GEN__C0106__35C25EC23CFB26C0_8x6b_s917_253b799c71e8	V29_GEN__C0106__35C25EC23CFB26C0	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-46.822540000000004	-53.69320999999999	6.87066999999999	0.5	0.5
CANDIDATE_V29_GEN__C0106__39CAF8FAB1BE1243_8x6b_s917_140dd9b9db03	V29_GEN__C0106__39CAF8FAB1BE1243	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	9	10	-62.30924	-72.01639999999999	9.707159999999988	0.777778	0.7
CANDIDATE_V29_GEN__C0106__A528912FD9825770_9e6y_s917_15a3ff7e6674	V29_GEN__C0106__A528912FD9825770	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	A	B	B	B	10	10	-80.71745000000001	-77.12029999999999	-3.5971500000000276	0.5	0.6
CANDIDATE_V29_GEN__C0106__AC19D348F37524F0_9e6y_s917_192b8fd7588e	V29_GEN__C0106__AC19D348F37524F0	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-69.29419999999999	-61.78266	-7.5115399999999894	0.7	0.6
CANDIDATE_V29_GEN__C0106__AC539FCFF986DC60_8x6b_s917_0aad5bc79a3a	V29_GEN__C0106__AC539FCFF986DC60	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-60.834860000000006	-60.81846000000001	-0.016399999999997306	0.6	0.6
CANDIDATE_V29_GEN__C0106__BE1849F2894ED736_9e6y_s917_144f7c0d5af8	V29_GEN__C0106__BE1849F2894ED736	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-70.88512	-81.5415	10.656379999999999	0.7	0.9
CANDIDATE_V29_GEN__C0106__EF1149F307BABBFC_8x6b_s917_158f8127ed93	V29_GEN__C0106__EF1149F307BABBFC	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	8	10	-77.7298	-75.9056	-1.8241999999999905	0.875	0.8
CANDIDATE_V29_GEN__C0106__F061EBC6E01CB270_8x6b_s917_1491e89a1ea1	V29_GEN__C0106__F061EBC6E01CB270	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-54.551179999999995	-57.65914	3.1079600000000056	0.8	0.7
CANDIDATE_V29_GEN__C0107__031A715D057F5A1A_8x6b_s917_0ca52de0135b	V29_GEN__C0107__031A715D057F5A1A	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-69.9613	-64.66801	-5.293289999999999	0.9	1.0
CANDIDATE_V29_GEN__C0107__248573FADABEC7B1_9e6y_s917_1101df499ebc	V29_GEN__C0107__248573FADABEC7B1	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	8	-72.00404	-67.50558	-4.498460000000009	0.6	0.625
CANDIDATE_V29_GEN__C0107__4B14CE7AF41A7684_9e6y_s917_16e104015608	V29_GEN__C0107__4B14CE7AF41A7684	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-62.275220000000004	-55.63620000000001	-6.639019999999995	0.9	0.9
CANDIDATE_V29_GEN__C0107__4BD5621DC27FCB50_9e6y_s917_17cfefc47814	V29_GEN__C0107__4BD5621DC27FCB50	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-72.05330000000001	-68.6783	-3.375000000000014	0.6	0.9
CANDIDATE_V29_GEN__C0107__5D50E69D26B97D82_8x6b_s917_14079df3e815	V29_GEN__C0107__5D50E69D26B97D82	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-55.49302	-48.605199999999996	-6.887820000000005	0.5	0.7
CANDIDATE_V29_GEN__C0107__6B422E88ECF1D98C_9e6y_s917_1d3d78ef641b	V29_GEN__C0107__6B422E88ECF1D98C	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-58.17557000000001	-66.174007	7.998436999999996	0.5	0.6
CANDIDATE_V29_GEN__C0107__7D2B4408ECAD585D_8x6b_s917_0af2668302c6	V29_GEN__C0107__7D2B4408ECAD585D	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-82.23710000000001	-78.09029999999998	-4.146800000000027	0.8	0.8
CANDIDATE_V29_GEN__C0107__A77594B2E96E8BD6_8x6b_s917_10cd53ce7a36	V29_GEN__C0107__A77594B2E96E8BD6	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-68.66749999999999	-76.607	7.9395000000000095	0.8	0.7
CANDIDATE_V29_GEN__C0107__B0716F77BDA7A4DE_9e6y_s917_167cbb0d2dd7	V29_GEN__C0107__B0716F77BDA7A4DE	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	A	10	9	-62.450900000000004	-66.36989999999999	3.9189999999999827	0.6	0.888889
CANDIDATE_V29_GEN__C0107__BC07CAE81F3D92BD_9e6y_s917_0c948bf2697c	V29_GEN__C0107__BC07CAE81F3D92BD	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	A	A	6	7	-77.23509999999999	-92.7622	15.527100000000019	0.833333	0.714286
CANDIDATE_V29_GEN__C0107__C3219FE0C3898C0B_9e6y_s917_17c21260c255	V29_GEN__C0107__C3219FE0C3898C0B	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	8	10	-88.76190000000001	-82.5548	-6.207100000000011	0.875	0.7
CANDIDATE_V29_GEN__C0107__C4167468572E9FB7_9e6y_s917_224b39c65241	V29_GEN__C0107__C4167468572E9FB7	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	A	10	10	-61.3532	-70.37469999999999	9.021499999999989	0.6	0.7
CANDIDATE_V29_GEN__C0113__26341ED0E3FB561B_9e6y_s917_146312964d44	V29_GEN__C0113__26341ED0E3FB561B	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-64.71120000000002	-73.99231	9.281109999999984	0.8	0.7
CANDIDATE_V29_GEN__C0113__55C00750CFA713CD_9e6y_s917_14cc5d0f6ead	V29_GEN__C0113__55C00750CFA713CD	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-44.209050000000005	-61.25308000000001	17.044030000000006	0.6	0.9
CANDIDATE_V29_GEN__C0113__A0A38250D881751C_8x6b_s917_19ab3f7ac77b	V29_GEN__C0113__A0A38250D881751C	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-48.88271999999999	-71.32689999999998	22.44417999999999	0.5	0.5
CANDIDATE_V29_GEN__C0113__B8BBDE60F22E89A6_9e6y_s917_12f1dee4711a	V29_GEN__C0113__B8BBDE60F22E89A6	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-78.18403	-64.98493	-13.199100000000001	0.6	0.8
CANDIDATE_V29_GEN__C0113__CF890E25B30CD1C0_9e6y_s917_1821cc8cde81	V29_GEN__C0113__CF890E25B30CD1C0	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	9	-78.34215	-91.19774000000002	12.85559000000002	1.0	1.0
CANDIDATE_V29_GEN__C0113__D7005461080B04EC_8x6b_s917_1ad2e97f9a25	V29_GEN__C0113__D7005461080B04EC	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-58.671670000000006	-42.96600000000001	-15.705669999999998	0.9	0.7
CANDIDATE_V29_GEN__C0113__DA2F331B6BBE40DC_9e6y_s917_14494edefe8c	V29_GEN__C0113__DA2F331B6BBE40DC	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-74.9055	-61.352500000000006	-13.552999999999997	0.7	0.6
CANDIDATE_V29_GEN__C0113__DC54CC889CC9774B_9e6y_s917_1fbfa8d82dfa	V29_GEN__C0113__DC54CC889CC9774B	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-77.18339999999999	-75.1949	-1.9884999999999877	0.8	0.9
CANDIDATE_V29_GEN__C0113__E2E02301F21EC509_9e6y_s917_0e2050765a62	V29_GEN__C0113__E2E02301F21EC509	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	10	-57.76019999999999	-58.23809999999999	0.4778999999999982	1.0	1.0
CANDIDATE_V29_GEN__C0113__F518C181C913F482_8x6b_s917_158c6fa19388	V29_GEN__C0113__F518C181C913F482	8x6b	917	true	OTHER	SUPPORTED_AB	false	B	B	E	B	10	8	-59.35475	-59.467299999999994	0.11254999999999171	0.7	0.875
CANDIDATE_V29_GEN__C0114__2673671345DB12F5_9e6y_s917_123045d21dee	V29_GEN__C0114__2673671345DB12F5	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-82.59302	-103.53289999999998	20.939879999999988	0.6	0.7
CANDIDATE_V29_GEN__C0114__4C153899C69B6721_8x6b_s917_0b5e1d2fb5d0	V29_GEN__C0114__4C153899C69B6721	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	7	8	-111.21369999999999	-102.87199999999999	-8.341700000000003	0.714286	0.75
CANDIDATE_V29_GEN__C0114__73CEB39334F39114_9e6y_s917_1bbeaf80caad	V29_GEN__C0114__73CEB39334F39114	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	9	9	-68.15809999999999	-82.3633	14.205200000000005	0.888889	1.0
CANDIDATE_V29_GEN__C0114__8BD22EF5698111FE_8x6b_s917_15994be6a040	V29_GEN__C0114__8BD22EF5698111FE	8x6b	917	true	OTHER	STRICT_A	false	E	A	E	A	10	9	-48.6217	-54.90089999999999	6.279199999999996	0.5	0.666667
CANDIDATE_V29_GEN__C0114__B833F1CED19B74A9_9e6y_s917_0c529f183953	V29_GEN__C0114__B833F1CED19B74A9	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	A	B	10	10	-83.00550000000001	-86.05780000000001	3.0523000000000025	0.7	0.5
CANDIDATE_V29_GEN__C0114__CBABA29873777139_8x6b_s917_208083c66ae5	V29_GEN__C0114__CBABA29873777139	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-77.27	-75.8519	-1.4180999999999955	0.8	0.6
CANDIDATE_V29_GEN__C0114__D26DE946842EE332_9e6y_s917_0d63e8acbb56	V29_GEN__C0114__D26DE946842EE332	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-87.01365999999999	-57.771119999999996	-29.24253999999999	0.8	0.7
CANDIDATE_V29_GEN__C0114__DB4396E253369388_8x6b_s917_0e3555f097c5	V29_GEN__C0114__DB4396E253369388	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-64.20725000000002	-59.37462	-4.832630000000016	0.5	0.7
CANDIDATE_V29_GEN__C0114__E8EBD0E3516CAFF3_8x6b_s917_1317b45cdf0d	V29_GEN__C0114__E8EBD0E3516CAFF3	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	A	B	B	10	10	-66.75108	-102.7416	35.990520000000004	0.7	0.6
CANDIDATE_V29_GEN__C0115__0201CACB3BF08385_8x6b_s917_217580ba0b3c	V29_GEN__C0115__0201CACB3BF08385	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	9	10	-85.27275169999999	-89.52444	4.251688300000012	0.777778	0.8
CANDIDATE_V29_GEN__C0115__0B59886F2D5941A5_9e6y_s917_15a6287cbdea	V29_GEN__C0115__0B59886F2D5941A5	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-62.819800000000015	-73.15950000000001	10.339699999999993	0.6	0.8
CANDIDATE_V29_GEN__C0115__35DC17819B4753E5_8x6b_s917_1c8388e30365	V29_GEN__C0115__35DC17819B4753E5	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-75.71190000000001	-78.3724	2.6604999999999848	0.5	0.7
CANDIDATE_V29_GEN__C0115__3FF45063B66F45A8_9e6y_s917_161201e7719b	V29_GEN__C0115__3FF45063B66F45A8	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-62.59830000000001	-68.05799999999999	5.459699999999984	0.6	0.5
CANDIDATE_V29_GEN__C0115__4541463898462BC8_9e6y_s917_1bc8a93ce316	V29_GEN__C0115__4541463898462BC8	9e6y	917	true	OTHER	STRICT_A	false	E	A	E	A	10	10	-68.51701	-75.94200000000001	7.424990000000008	0.4	0.6
CANDIDATE_V29_GEN__C0115__4BB2E263B4483F5A_9e6y_s917_202988d0b700	V29_GEN__C0115__4BB2E263B4483F5A	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	9	8	-76.92679999999999	-79.8603	2.9335000000000093	0.777778	0.875
CANDIDATE_V29_GEN__C0115__6230D5D8CCAB4A3F_9e6y_s917_13195610c7be	V29_GEN__C0115__6230D5D8CCAB4A3F	9e6y	917	true	SUPPORTED_AB	OTHER	false	B	E	B	B	10	10	-57.736839999999994	-53.67151999999999	-4.065320000000007	0.6	0.5
CANDIDATE_V29_GEN__C0115__6C505F6EC9B01625_8x6b_s917_1152002688e3	V29_GEN__C0115__6C505F6EC9B01625	8x6b	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	7	-70.54607999999999	-67.47746000000001	-3.0686199999999815	0.6	0.714286
CANDIDATE_V29_GEN__C0115__889126B09697528C_9e6y_s917_11782c9c8bb1	V29_GEN__C0115__889126B09697528C	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	10	10	-66.2479	-60.73528	-5.512619999999998	0.7	0.7
CANDIDATE_V29_GEN__C0115__C3342C098305CA59_8x6b_s917_2107904c8505	V29_GEN__C0115__C3342C098305CA59	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-74.65220000000001	-78.98704000000001	4.33484	0.5	0.7
CANDIDATE_V29_GEN__C0115__EA92E4A1CCE8DF0C_8x6b_s917_0f8a0bca455e	V29_GEN__C0115__EA92E4A1CCE8DF0C	8x6b	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	B	5	5	-53.36094	-65.35583	11.994889999999998	0.8	0.8
CANDIDATE_V29_GEN__C0116__15C7A899DA4BDFF5_8x6b_s917_0d6272053343	V29_GEN__C0116__15C7A899DA4BDFF5	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	9	9	-64.662	-43.06803999999999	-21.593960000000017	0.555556	0.777778
CANDIDATE_V29_GEN__C0116__4B802507E6528736_8x6b_s917_1aa73a5ec767	V29_GEN__C0116__4B802507E6528736	8x6b	917	true	SUPPORTED_AB	OTHER	false	B	B	B	E	7	9	-82.9451	-71.71972000000001	-11.225379999999987	0.571429	0.444444
CANDIDATE_V29_GEN__C0116__6E5484A8648D1289_8x6b_s917_11ee7addb525	V29_GEN__C0116__6E5484A8648D1289	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	10	10	-73.7705	-86.6036	12.833100000000002	0.9	0.8
CANDIDATE_V29_GEN__C0116__A5D1FEEB59765E67_9e6y_s917_149b9188c90e	V29_GEN__C0116__A5D1FEEB59765E67	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	10	10	-43.01953	-51.33516000000001	8.315630000000006	0.6	0.6
CANDIDATE_V29_GEN__C0119__4B7C38E770421787_8x6b_s917_0b0f83f5102c	V29_GEN__C0119__4B7C38E770421787	8x6b	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	10	10	-69.59032	-47.82457000000001	-21.765749999999997	0.8	0.8
CANDIDATE_V29_GEN__C0119__7C292F8DF1789535_9e6y_s917_14ada8b45901	V29_GEN__C0119__7C292F8DF1789535	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	7	10	-60.56922000000001	-65.83760000000001	5.2683800000000005	0.857143	0.8
CANDIDATE_V29_GEN__C0119__8A12E9CB43E9C26C_9e6y_s917_16921e559630	V29_GEN__C0119__8A12E9CB43E9C26C	9e6y	917	true	STRICT_A	SUPPORTED_AB	false	A	B	A	A	10	10	-69.61374	-68.67380000000001	-0.9399399999999929	0.6	0.6
CANDIDATE_V29_GEN__C0119__F9E67FA8D39B8C17_9e6y_s917_0acc2323203e	V29_GEN__C0119__F9E67FA8D39B8C17	9e6y	917	true	STRICT_A	STRICT_A	true	A	A	A	A	8	8	-75.18594	-71.92069999999998	-3.26524000000002	0.75	0.75
CANDIDATE_V29_GEN__C0125__0A9B5D198F98BAA7_9e6y_s917_186cec853de1	V29_GEN__C0125__0A9B5D198F98BAA7	9e6y	917	true	OTHER	OTHER	true	E	E	E	E	10	10	-64.38698	-39.33658	-25.050399999999996	0.6	0.6
CANDIDATE_V29_GEN__C0125__0E02077B2828A598_8x6b_s917_1edaac2820b5	V29_GEN__C0125__0E02077B2828A598	8x6b	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	9	6	-56.98462000000001	-38.64492	-18.339700000000008	1.0	1.0
CANDIDATE_V29_GEN__C0125__1A304E2EC35D9A31_9e6y_s917_1b585616c356	V29_GEN__C0125__1A304E2EC35D9A31	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	A	A	10	9	-61.455539999999985	-61.94535999999999	0.4898200000000017	0.8	0.666667
CANDIDATE_V29_GEN__C0125__1F49E2EDF14C298B_9e6y_s917_11ab3b261910	V29_GEN__C0125__1F49E2EDF14C298B	9e6y	917	true	SUPPORTED_AB	STRICT_A	false	B	A	B	A	9	10	-66.6103	-58.46656	-8.143739999999994	0.555556	0.6
CANDIDATE_V29_GEN__C0125__346B35D1239EDB61_8x6b_s917_0fec14e87883	V29_GEN__C0125__346B35D1239EDB61	8x6b	917	true	OTHER	SUPPORTED_AB	false	E	B	E	B	4	8	-69.5746	-54.52141999999999	-15.053180000000012	0.5	0.875
CANDIDATE_V29_GEN__C0125__346B35D1239EDB61_9e6y_s917_154f7ad27aa8	V29_GEN__C0125__346B35D1239EDB61	9e6y	917	true	OTHER	SUPPORTED_AB	false	E	A	E	B	7	8	-61.406499999999994	-69.50200000000001	8.095500000000015	0.571429	0.625
CANDIDATE_V29_GEN__C0125__55753AD2AE0782DE_9e6y_s917_1a5ba3c53d76	V29_GEN__C0125__55753AD2AE0782DE	9e6y	917	true	SUPPORTED_AB	SUPPORTED_AB	true	B	B	B	B	8	9	-77.1938	-86.87209999999999	9.678299999999993	0.375	0.444444
